id,city,housenumber,postcode,street,phone_number,cuisine,name,website,opening_hours,wheelchair,smoking,brewery,Location_id,amenity
3785863119,,,,,,,,,,,,,B337,Bar
3786688685,,,,,,,Bar Mancin,,,,,,B338,Bar
375391666,,,,,,,,,,,,,B339,Bar
1488996243,,,,,,,Bar Danieli,,,,,,B340,Bar
358203142,,,,,,,Bar Stella,,,,,,B341,Bar
260573164,,,,,,,Bar Sport,,,,,,B342,Bar
64194118,,,,,,,Bar Bastianazzo,,,,,,B343,Bar
1523289654,,,,,,,Bar Malibù,,,,,,B344,Bar
1524975624,,,,,,,Meeting,,,,,,B345,Bar
1524976201,Molveno,2,38018,Piazza Scuole,,,Cristallo,,,,,,B346,Bar
1525276858,Molveno,1,38018,Piazza San Carlo,,,Imperia,,,,,,B347,Bar
1525277252,,,,,,,,,,,,,B348,Bar
1100567903,,,,,,,,,,,,,B349,Bar
1824386638,,,,,,,,,,,,,B350,Bar
4340248023,,,,,,,Caffé Garden,,Mo-Su 16:00-02:00,,,,B351,Bar
105588385,,,,,,,,,,,,,B352,Bar
224157928,,,,,,,,,,,,,B353,Bar
8724072074,,,,,,,Bar Azzurro,,,,,,B354,Bar
304632785,,,,,,,Bar Arnica,,,,,,B355,Bar
5325769522,,,,,,,San Carlo,,,,,,B356,Bar
6720516413,,,,,,,Bar Laresoti,,,,,,B357,Bar
8875613965,,,,,,,Osteria Bar Bagat,,,,,,B358,Bar
804068698,,,,,,,Egal,,,,,,B359,Bar
4097598013,,25,38086,Via allo stadio,,,Bocciodromo,,,,,,B360,Bar
702858552,,,,,,,Al Pont,,,,,,B361,Bar
5375594313,,,,,,,Baraonda,,,,,,B362,Bar
5406973242,,,,,,,WunderBAR,,,limited,,,B363,Bar
303828159,,,,,,,Caorer,,,,,,B364,Bar
303825097,,,,,,,,,,,,,B365,Bar
303822584,,,,,,,Scarabelin,,,,,,B366,Bar
303826366,,,,,,,Caffè Predazzo,,,,,,B367,Bar
3224940241,,5,,Via Dellagiacoma,,,Bar Caffè Croce,,,,,,B368,Bar
8506320844,,,,,,,Bar Diana,,,,,,B369,Bar
8506320845,,,,,,,Bar Centrale,,,,,,B370,Bar
372966334,,,,,,,Snoopy Lake,,,,,,B371,Bar
6720516413,,,,,,,Bar Laresoti,,,,,,B372,Bar
6181885334,,,,,,,,,,,,,B373,Bar
229220957,,,,,,,,,,,,,B374,Bar
303850136,,2,,,+39 0461 650422,,L'aquila nera,,Mo-Sa 7:30-21:00,yes,,,B375,Bar
944586213,,,,,,,Centro Ricreativo Sant'Anna,,,,,,B376,Bar
1279641998,San Michele all'Adige,32,38010,Via Brennero,+39 0461 650540,,Al turista,,,,,,B377,Bar
1496706607,,7,,,,,905 Wine Bar,,,,,,B378,Bar
616524577,,,,,,,Bar Trafojer,,,,,,B379,Bar
866739470,,,,,,,Caffe' Gelateria Dolomiti,,,,,,B380,Bar
866739494,,,,,,,Bar Gelateria George's,,,,,,B381,Bar
8982740210,,,,,,,Bar Imbis al Parco,,,,,,B382,Bar
1765623834,,134,,Via Giuseppe Garibaldi,,,Bar centrale,,,,,,B383,Bar
1765623837,,,,,,,Bar Pergola,,,,,,B384,Bar
1765623838,,,,,,,,,,,,,B385,Bar
1765623839,,,,,,,,,,,,,B386,Bar
1765623840,,,,,,,,,,,,,B387,Bar
3440511808,,1,,Piazza Europa,,,Dolce&Peccato,,,,,,B388,Bar
1765623830,,,,,,,,,,,,,B389,Bar
4074235413,,,,,,,Bar Baltyk,,,,,,B390,Bar
1354486693,,,,,,,Bar del Moro,,,,,,B391,Bar
1354486694,,,,,,,Bar Centrale,,,,,,B392,Bar
1348333277,,,,,,,Bicigrill,,,,,,B393,Bar
6397060066,Tesero,2,38038,Via Stava,,,Bar Topo,,,,,,B394,Bar
6397060067,,,,,,,Bar Stella,,,,,,B395,Bar
8976351018,,,,,,,pizzaria bar ancora,,,,,,B396,Bar
8942982791,,,,,,,Bar Arnò,,,,,,B397,Bar
3709298228,,,,,,,Caffè al Corso,,,,,,B398,Bar
87032731,,,,,,,Bar '900,,,,,,B399,Bar
1945868045,,,,,,,Happy Days,,,,,,B400,Bar
8942982791,,,,,,,Bar Arnò,,,,,,B401,Bar
1945868045,,,,,,,Happy Days,,,,,,B402,Bar
2094237801,,,,,,,Bar Glicine,,,,,,B403,Bar
6610752258,,,,,,,Bar Bailoni - dei Mori,,,,,,B404,Bar
6557856098,,,,,,,Bar al Parco,,,,,,B405,Bar
6570668645,,,,,,,Extra Bar,,,,,,B406,Bar
6572838893,,,,,,,Pane,,,,,,B407,Bar
463398976,,,,,,,Capanna,,,,,,B408,Bar
101164761,,,,,,,Toti's Bar,,,,,,B409,Bar
101164761,,,,,,,Toti's Bar,,,,,,B410,Bar
721098547,,,,,,,,,,,,,B411,Bar
721098571,,,,,,,Miramonti,,,,,,B412,Bar
101164761,,,,,,,Toti's Bar,,,,,,B413,Bar
101164761,,,,,,,Toti's Bar,,,,,,B414,Bar
721098547,,,,,,,,,,,,,B415,Bar
721098571,,,,,,,Miramonti,,,,,,B416,Bar
101164761,,,,,,,Toti's Bar,,,,,,B417,Bar
721098547,,,,,,,,,,,,,B418,Bar
721098571,,,,,,,Miramonti,,,,,,B419,Bar
2364540528,,,,,,,Caffè Centrale,,,,outside,,B420,Bar
2364540527,,,,,,,Bar BO,,,,,,B421,Bar
3996897857,,13/b,,Via Trento,,,Dolci Note,,,,,,B422,Bar
2364540531,,,,,,,La Stua,,,,outside,,B423,Bar
2364540529,Andalo,1,38010,Via Piz Galin,,,Caffè Vienna,,,,,,B424,Bar
