id,city,housenumber,postcode,street,contact:email,phone_number,cuisine,name,outdoor_seating,takeaway,website,opening_hours,wheelchair,delivery,smoking,internet_access,diet_vegan,brewery,Location_ID,amenity
9176581959,Riva del Garda,5,38066,Via Padova,,,pizza,Sud,,,,,,,,,,,R180,restaurant
9176581960,Riva del Garda,5,38066,Via Padova,,,indian,Taste of India,,,,,,,,,,,R181,restaurant
210563371,,,,,,,italian,Il Veliero,,,,,,,,,,,R182,restaurant
755622315,,,,,,,pizza,Pizzoteca,,,,,,,,,,,R183,restaurant
4003293513,,,,,,,pizza,Pizzeria Fenice,,,,,,,,,,,R184,restaurant
1889564709,Riva del Garda,20,38066,Viale Trento,,,pizza,PizzaExpress,,,,Mo-Su 09:00-23:00,,,,,,,R185,restaurant
9176586464,Riva del Garda,39,38066,Località San Tomaso,,,italian;pizza;regional,Albergo Rolly;Ristorante Pizzeria Rolly,,,,,,,,wlan,,,R186,restaurant
554977838,,,,,,,pizza,Peter Pan,,,,,,,,,,,R187,restaurant
59180626,,,,,,,regional,Ristorante La Berlera,,,,,,,,,,,R188,restaurant
41772401,,,,,,,regional,Pizzeria Boccon d'Oro,,,,,,,,,,,R189,restaurant
903941484,,,,,,,italian;pizza,La Brace,,,,"Mo-We 11:45-14:30,19:00-23:00; Th,Fr 11:45-14:30,19:00-23:30; Sa 18:00-24:00",yes,,no,wlan,,,R190,restaurant
5852942369,,44/a,,Via del Garda,,,sushi,SúYoshì,,,,,+39-334-7732773; +39-0464-435941,,,,,,R191,restaurant
903941484,,,,,,,italian;pizza,La Brace,,,,"Mo-We 11:45-14:30,19:00-23:00; Th,Fr 11:45-14:30,19:00-23:30; Sa 18:00-24:00",yes,,no,wlan,,,R192,restaurant
915652265,,,,,,,,Ristorante alla Staffa,,,,,yes,,,,,,R193,restaurant
417856704,,,,,,,pizza,Pizzeria Botti,,,,,yes,,,,,,R194,restaurant
445562136,,,,,,,,Pizzeria Okay,,,,,,,,,,,R195,restaurant
724615063,Rovereto,145,38068,Via Brennero,,,steak_house,Roadhouse,Gruppo Cremonini,,,"12:00-15:00,18:30-23:30",yes,,no,,,,R196,restaurant
557813326,Rovereto,7/A,38068,Via delle Zigherane,,,,Bici Grill Rovereto,yes,,,07:30-23:45,yes,,,,,,R197,restaurant
67153594,,18A,,Via Benacense,,,italian,Pizzeria Celeste,,,,,yes,,,,,,R198,restaurant
2486092346,Rovereto,82/d,38068,Corso Antonio Rosmini,,,regional;pizza,Ristorante Novecento dell'Hotel Rovereto,,,,,yes,,Ristorante Novecento dell'Hotel Rovereto,,yes,,R199,restaurant
4874793589,Rovereto,67,38068,Via Giuseppe Garibaldi,,,burger;fried_food;piadina,Dogali Burgers,,yes,,"Mo-Sa 12:00-14:00,18:30-23:00; Su 18:30-23:00",yes,,,,yes,,R200,restaurant
1366734642,Rovereto,20,38068,Borgo Santa Caterina,neumasushimori@gmail.com,+39 0464 436229,italian,al Silenzio,Neumashushimori SNC di Grisi C.,IT02299310223,http://al-silenzio.it/,"Mo-Tu Off; We-Sa 11:30-14:30, 17:30-00:00; Su Off",yes,,,,,,R201,restaurant
9178364617,,2,38068,Via Valbusa Grande,,,vegan,Amaranta Bio Bistrot,,,,"Mo-Fr 07:30-16:00; Sa 09:00-12:00, 13:00-16:00, 18:00-22:00",,,,,,,R202,restaurant
700206987,,,,,,,pizza,Piccolo Fiore,yes,IT01493470221,,,,,,,,,R203,restaurant
883455523,,,,,,,pizza,Pizzeria Fucine,,,,,yes,,,,,,R204,restaurant
7928997808,,64,,Via delle Maioliche,,,chinese,Hong Kong,,only,,"Mo,We-Su 10:30-14:00,17:30-22:00; PH,Tu 10:30-14:00,17:30-22:00",,,,,,,R205,restaurant
2638148558,Rovereto,9,38068,Via Abetone,info@ristorantesushoku.it,+39 0464 433155,japanese,Sushoku,,IT02463050225,https://www.facebook.com/Ristorante-Sushoku-221257514553450/,,,,,,,,R206,restaurant
8197332146,Rovereto,17,38068,Vicolo dei Conciatori,,,pizza,Putipù,"Gigante, Massimiliano",yes,,"Mo-Fr 11:30-14:30,18:30-22:00; Sa 18:30-22:00; Su off",yes,,,,,,R207,restaurant
802269764,,,,,,,japanese,Sushi alla Roza,,yes,,"Tu-Su 12:00-14:30,19:00-22:30",yes,,,,,,R208,restaurant
2159310289,,,,,,,,Al trivio,,,,,,,,,,,R209,restaurant
2484736031,,,,,,,,Vecchia Trattoria Birraria Scala della Torre,,,,,,,,,,,R210,restaurant
2493523507,Rovereto,20,,Piazza Malfatti,,,,l'Orto di Pitagora,,,,"Th-Sa 12:00-14:00,20:00-23:00",,,,,yes,,R211,restaurant
2946662243,Rovereto,8,38068,Piazza Malfatti,,,mediterranean,Assaporando,"Mulas, Gian Franco",IT02134070222,,,,,,,,,R212,restaurant
3699585392,Rovereto,12,38068,Piazza Malfatti,,,chinese,Drago d'Oro,,yes,,,,,no,,,,R213,restaurant
4013446318,,,,,,,pizza,Terrazza sul Leno,,,,,,,,,,,R214,restaurant
5069371904,Rovereto,4,38068,Scala del Redentore,,,,Il Doge,,no,,"Mo-Su 12:00-14:00, 19:00-22:00",no,,outside,,,,R215,restaurant
721714716,,,,,,,,El Raminel,yes,yes,,,,,,,,,R216,restaurant
2159362024,Rovereto,24,38068,Corso Bettini,paolo@osteriadelpettirosso.it,+39 0464 422463,,Osteria del Pettirosso,,IT01653960227,http://www.osteriadelpettirosso.it/,,,,,,,,R217,restaurant
3076630067,Rovereto,51,38068,Via Paganini,,,pizza,Pizzeria Marco,,,,,,,,,,,R218,restaurant
6536659765,,13,38068,Via San Giovanni Bosco,,,kebab;pizza,Bella Rovereto,,yes,,Mo-Su 11:00-23:00,,+39 334 5783551,,,,,R219,restaurant
721714716,,,,,,,,El Raminel,yes,yes,,,,,,,,,R220,restaurant
2159362024,Rovereto,24,38068,Corso Bettini,paolo@osteriadelpettirosso.it,+39 0464 422463,,Osteria del Pettirosso,,IT01653960227,http://www.osteriadelpettirosso.it/,,,,,,,,R221,restaurant
3076630067,Rovereto,51,38068,Via Paganini,,,pizza,Pizzeria Marco,,,,,,,,,,,R222,restaurant
6536659765,,13,38068,Via San Giovanni Bosco,,,kebab;pizza,Bella Rovereto,,yes,,Mo-Su 11:00-23:00,,+39 334 5783551,,,,,R223,restaurant
780142013,Rovereto,20E,38068,Via Paoli,,,pizza,Pizzeria Napoli,,,,,,,,,,,R224,restaurant
1402541403,,,,,,,italian,Trattoria da Pierino,,,,,,,,,,,R225,restaurant
3815857590,Rovereto,18,38068,Via Azzolini,,,pizza,Margherita,,,,,designated,,,,,,R226,restaurant
557944128,Rovereto,,38068,Corso Bettini,,,italian,Tema,,,,,yes,,,,,,R227,restaurant
777284830,,,,,,,pizza,Pizzeria Brione,,,,,yes,,,,,,R228,restaurant
1154395707,,,,,,,pizza,Ristorante S.Ilario Pizzeria,,,,,yes,,,,,,R229,restaurant
2638148201,Rovereto,77,38068,Viale Trento,,,chinese;japanese,Watami,,IT02311760223,,,no,,,,,,R230,restaurant
1431628407,,42,38062,Via Vergolano,,,pizza;italian,Pizzeria Ristorante Pace,,,,,+39 0464 519495,,,,,,R231,restaurant
2335415593,Arco,8,38062,Via Vergolano,,,italian;regional,Ristorante Alla Lega,,,,"Mo-Fr 18:30-22:30; Sa-Su 12:00-14:00,18:30-22:30",limited,,,,,,R232,restaurant
2484983368,,,,,,,chinese,,,,,,,,,,,,R233,restaurant
5817248052,Arco,3,38062,Largo Pina,,,italian;pizza;regional,Birreria Arciduca,yes,,,,,,,,,,R234,restaurant
6038788911,,,,,,,,,Hotel Pace 1954,,,,,,,,,,R235,restaurant
904600325,,,,,,,pizza,Pizzeria Ristorante Antica Corte,,yes,,,,,,,,,R236,restaurant
1445808059,,,38062,,,,italian,Ritorante Pizzeria Cantina Marchetti,,,,,,,,,,,R237,restaurant
3396099194,Arco,55,38062,Via Giovanni Segantini,,,,Peccato di Vino,Nichelatti Roberto,IT02127530224,,,,,,,,,R238,restaurant
6096089813,Arco,92,38062,Via Giovanni Segantini,,,pizza,Spaghetteria moderna,,,,,,,,,,,R239,restaurant
8019079953,,,,,,,,Piccola Osteria,,,,"Tu-Th, Su 18:30-21:00; Fr, Sa 18:30-21:30",,,,,,,R240,restaurant
76608290,,,,,,,,"Ristorante ""Al Fiume""",,,,,,,,,,,R241,restaurant
5396534652,,,,,,,pizza;italian,Al Castel,yes,yes,,,,,separated,,,,R242,restaurant
77403179,Arco,11,38062,Via Luigi Maffei,,,thai,Sawadee,,,,,,,,,,,R243,restaurant
77405222,,,,,,,italian,Ristorante Bar Aurora,,,,,,,,,,,R244,restaurant
904600325,,,,,,,pizza,Pizzeria Ristorante Antica Corte,,yes,,,,,,,,,R245,restaurant
76608290,,,,,,,,"Ristorante ""Al Fiume""",,,,,,,,,,,R246,restaurant
1532731021,Borgo Valsugana,3,38051,Piazza Martiri della Resistenza,,,,Ristorante Pizzeria Centrale,Tomaselli Luigino & C. snc,IT01743420224,,Th Off,,,,,,,R247,restaurant
3607707620,Borgo Valsugana,6,38051,Via Fratelli,,,regional;seafood,Ristorante San Giorgio,,,,,,,,,,,R248,restaurant
3932910252,Borgo Valsugana,7b,38051,Via Alessandro Spagolla,,,regional,Osteria Al Borgo,,,,,,,,,,,R249,restaurant
4135182630,Borgo Valsugana,19,38051,Via Francesco Naurizio,,,regional;pizza,La Rustica,,yes,,,,,,,,,R250,restaurant
139516769,,,,,,,regional,Sale e Pepe,,,,,,,,,,,R251,restaurant
828742974,,,,,,,,Albergo Ristorante Casa Moresc,,,,,,,,,,,R252,restaurant
5662788361,,,,,,,,,,,,,,,,,,,R253,restaurant
6574523149,Caldonazzo,13,38052,Via Roma,,,,Aquila D'oro,,,,,,,,,,,R254,restaurant
5724991017,Caldonazzo,22,38052,Via Brenta,,,pizza;italian,Gilda Ristorante Pizzeria,,,,,,,,,,,R255,restaurant
7248487285,,,,,,,pizza;pasta;italian;noodle;regional,Restaurant Pizzeria Kamerloy,,,,,yes,,,,,,R256,restaurant
9144797518,,,,,,,pizza;pasta;italian;noodle;regional,Ristorante Crepes De Sela,,,,,yes,,,,,,R257,restaurant
1659161775,,27,38031,strèda de Morandin,,,regional,Mini Restaurant,,,,,,,,,,,R258,restaurant
2991891922,,,,,,,pizza;italian;noodle;regional,Osteria Heidi,,,,,,,,,,,R259,restaurant
5787239054,,,,,,,pizza,,,,,,,,,,,,R260,restaurant
6203284000,,,,,,,,La stalla del nonno,,,,,,,,,,,R261,restaurant
6739988301,,,,,,,,tobià,,,,,,,,,,,R262,restaurant
9140041709,,,,,,,italian;pizza;pasta,Ristaurante Pizzeria Agnello,yes,yes,,,,,,,,,R263,restaurant
9144412337,,,,,,,pizza;italian;noodle,Ristaurante della Villa,,,,,,,,,,,R264,restaurant
9144688122,,,,,,,pizza;pasta;italian;noodle;regional,Stua De Macoch,,,,,,,,,,,R265,restaurant
9145165083,,,,,,,pizza;italian,Pizzeria Speckstube,,,,,,,,,,,R266,restaurant
7240881786,,,,,,,,,,,,,,,,,,,R267,restaurant
5411852729,,,,,,,,,,,,,,,,,,,R268,restaurant
5411852730,Canazei,58,,Via Roma,,,,El Pael,,,,,,,,,,,R269,restaurant
7240893487,,,,,,,,Kaiserstube,,,,"PH,Mo-Su 10:00-14:30,19:00-22:00",,,,,,,R270,restaurant
734964406,,,,,,,,La Cantinetta,yes,,,,,,,,,,R271,restaurant
3302466499,Canazei,1,,Via di Pareda,,,italian,Te Cevena,,,,,,,,,,,R272,restaurant
3302466500,Canazei,96,38032,Strèda Dolomites,,+39 0462 601799,,Scoiattolo,,,,,,,,,,,R273,restaurant
3302466501,,,,,,,,Stua dei Ladins,,,,,,,,,,,R274,restaurant
4949207822,,,,,,,,La Montanara,,,,,,,,,,,R275,restaurant
6256572712,,,,,,,pizza,L'Ostaria da Besic,,,,,,,,,,,R276,restaurant
59276375,,,,,,,,Baita Al Parco,,,,,,,,,,,R277,restaurant
2717008013,,,,,,,,Ristorante Pizzeria All'Antica Segheria,,,,,,,,,,,R278,restaurant
4586898946,,,,,,,pizza,Angelo D'Oro,,,,,,,,,,,R279,restaurant
1257221199,,2,,Via Balderoni,,,italian,Hotel La Stua,,,,,,,,wlan,,,R280,restaurant
4582441585,Cavalese,11,38033,Piazza Cesare Battisti,,,,Bar Pizzeria Excelsior,,,,,,,,,,,R281,restaurant
4582692759,,,,,,,,El Molin,,,,,,,,,,,R282,restaurant
3244177632,,,,,,+39 0462 232060,pizza,La Pieve,,,,,,,,,,,R283,restaurant
1257221101,Cavalese,14,,Via IX Novembre,,,steak_house,Vecchia Osteria,terrace,yes,,,,no,,,,,R284,restaurant
1526314493,Cavalese,3,38033,Via Pizzegoda,,,pizza,La Salera,,,,,,,,,,,R285,restaurant
1404359364,Cavizzana,10,38022,Piazza dell'Emigrante,,+39 0463 900162,italian_pizza;italian,Bar Pizzeria Cucina San Francesco,,IT01671190229,,,,,,,,,R286,restaurant
966990745,,,,Via ai Cei,locanda.cavizzana@gmail.com,+39 0463 900222,regional,Locanda San Martino,,,,,limited,,,,,,R287,restaurant
5243991946,,102,38071,Località Rango,,,,IL Catenaccio,,,,,,,,,,,R288,restaurant
943372500,Cles,18,38023,Via Armando Diaz,,,pizza,Caprice,Donati Marcello e Concini Marisa SNC,yes,,,,no,,,,yes,R289,restaurant
943772764,,,,,,,,Al Cermolo,,,,,,,,,,,R290,restaurant
943890849,Cles,52,38023,Via Trento,,,italian;pizza;indian,Nazionale,,,,,,,,,,,R291,restaurant
939588720,,,,,,,pizza;regional;italian,Giardino,,,,,,,,,,,R292,restaurant
939588781,Cles,1,38023,Via Romana,,+39 0463 421105,pizza;italian,Flamingo,,,,"Mo-Su 00:00-01:00,11:00-14:00,18:00-24:00; We 00:00-01:00; Th 11:00-14:00,18:00-24:00",,,,,,,R293,restaurant
943285753,Cles,54,38023,Piazza Granda,info@pizzagranda.it,+39 0463 424007,pizza,Pizza Granda,,IT02033020229,http://www.pizzagranda.it/,,,,,,,,R294,restaurant
943767056,,,,,,,,Meridiana,,,,,,,,,,,R295,restaurant
945470814,,,,,,,,Antica Trattoria,,,,,,,,,,,R296,restaurant
945470837,,,,,,,pizza,El Magic,,,,,,,,,,,R297,restaurant
945470842,Cles,17c,38023,Via Fabio Filzi,,,,Il Glicine,,,,,,,,,,,R298,restaurant
945470857,Cles,23,38023,Via Fabio Filzi,,,piadina;sandwich,Piadineria Picasso,yes,yes,,Mo-Fr 10:00-22:30; Sa 17:00-22:30,,,,,,,R299,restaurant
1821220620,,,,,,+39 0463 421300,regional,Osteria Palazan,,,,,,,,,,,R300,restaurant
6044816338,Cogolo,7,,Via delle Roge,,,regional;pizza,"Ristorante-pizzeria ""La Presef""",,,,,,,,,,,R301,restaurant
2431204320,,,,,,,italian,San Rocco,,,,,,,,,,,R302,restaurant
82591509,,,,,,,,St. Sebastian,,,,,,,,,,,R303,restaurant
4510120958,Cusiano,16,38020,Via Santa Maria Maddalena,,,pizza;regional,Bar Pizzeria Niagara,La Canadese s.r.l.,,,,,,,,,,R304,restaurant
1100568256,,1,38026,Via Venezia,,,regional,Antica Osteria,,,,We off,no,,,,,,R305,restaurant
388930801,,,,,,,pizza,La Lanterna,,,,,,,,,,,R306,restaurant
5352766113,,,,,,,,Pizzeria Ristorante La Cantinetta,,,,,,,,,,,R307,restaurant
1915825371,,,,,,,regional;italian;pizza,La Grotta,yes,,,,,,no,,,,R308,restaurant
3674418127,,,,,,,,Rezia,,,,,,,,,,,R309,restaurant
5788019253,,,,,,,,El Tobia,,,,,,,,,,,R310,restaurant
4318695290,,,,,,,,Ristorante Pizzeria Daniel Zen,,,,,,,,wlan,,,R311,restaurant
946581637,Pozza di Fassa,103,38036,Strada Dolomites,,,,Ristorante El Filò,,,,,,,,,,,R312,restaurant
623894359,,,,,,,,Malga Aloch,,,,,,,,,,,R313,restaurant
1256745268,,,,,,,italian,Do Vea,,,,Mo-Su 19:00-23:00; We off,,,,,,,R314,restaurant
1228464461,Pozza di Fassa,135,38036,Strada Dolomites,,,breton,,,,,Mo-Su 16:00-20:30,,,,,,,R315,restaurant
1229166759,Pozza di Fassa,32,38036,Strada de Meida,,,pizza,Pizza Asporto,,yes,,"Mo-Sa 11:30-14:00,17:00-20:30",,,,,,,R316,restaurant
1230287511,Pozza di Fassa,169,38036,Strada Dolomites,,,pizza,Pizzeria Da Salin,,,,,,,,,,,R317,restaurant
58425582,,,,,,,italian;pizza;regional,Bar Pizzaria Le Giarre,,,,,,,,,,,R318,restaurant
58429469,,,,,,,italian;regional,Ristorante Al vecchio mulino,,,,,,,,,,,R319,restaurant
58533321,,,,,,,pizza,Bar Pizzeria Winkler,,,,,,,,,,,R320,restaurant
261081683,,,,,,,,Agritur,,,,,,,,,,,R321,restaurant
268803099,,,,,,,regional,Agritur Maso Sorte,,,,,,,,,,,R322,restaurant
8752407442,,,,,,,,Al Contrario,,,,,,,,,,,R323,restaurant
1806514148,,,,,,,pizza,La Sgeva,,,,,,,,,,,R324,restaurant
5911749189,,,,,,,,Residence Alaska,,,,,,,,,,,R325,restaurant
84173109,,,,,,,,Sanscrivel,,,,,,,,,,,R326,restaurant
268273017,Folgaria,39,,Via E. Colpi,,,pizza,La Piazzetta,,,,,,,,,,,R327,restaurant
267968544,Folgaria,343,38064,Via Emilio Colpi,,,,da Ugo,,,,,,,,,,,R328,restaurant
267991882,Folgaria,329,,Via Emilio Colpi,,,,Trattoria al Fogolar,,,,,,,,,,,R329,restaurant
268014579,Folgaria,235,38064,Via E. Colpi,,,,Forst Pizzeria,,,,,,,,,,,R330,restaurant
268014580,Folgaria,233,38064,Via E. Colpi,,,,Scoiattolo Pizzeria,,,,,,,,,,,R331,restaurant
85739247,,,,,,+39 0464 721322,,alla Segheria,,,http://www.ristoranteallasegheria.it/,,,,,,,,R332,restaurant
7054924421,Folgaria,52,38064,Via Maffei,,,italian;regional;international,Hotel Rech-Hof Sayonara,,,,,,,,,,,R333,restaurant
1984418523,,62,38064,Via Negheli,,,,L'Alpe,,,,,yes,,,,,,R334,restaurant
36782118,,,,,,,regional,Osteria del Carador,,,,,,,,,,,R335,restaurant
3125868985,,,,,,,regional,Anna,,,,,,,,,,,R336,restaurant
3127526120,,,,,,,pizza,La Spleuza,,,,,,,,,,,R337,restaurant
963839415,Levico Terme,99,38056,Via iuseppe Garibaldi,,+39 0461 701802,,Taverna dei Gonzaga,Pelizzaro Silvana,,,,,,,,,,R338,restaurant
799244380,Levico Terme,62,38056,Via Cesare Battisti,,,regional;italian;pizza,La Stua,,,,"PH,Tu-Su 11:45-14:00+,18:30-22:00",,,,,,,R339,restaurant
799244306,Levico Terme,9,38056,Via Giuseppe Garibaldi,,,,Ristorante Boivin,,,,,,,,,,,R340,restaurant
799244882,Levico Terme,8,38056,Via Regia,,+39 0461 702302,pizza,Pizzeria al Conte,,,,"Tu-Su 12:00-14:00,18:00-23:30",,,,,,,R341,restaurant
963850107,Levico Terme,5,38056,Piazza Venezia,,+39 0461 706366,,La Vecchia Fontana,,,,,,,,,,,R342,restaurant
1072504536,Levico Terme,1,38056,Via Trieste,,+39 0461 711699,italian;pizza,La Cantinota,Montibeller Maurizio,,,,,,no,,,,R343,restaurant
5300784172,Levico Terme,22,38056,Via Cesare Battisti,,,italian,L'Angolo dei Risotti,,,,,,,,,,,R344,restaurant
5216237021,Levico Terme,4,38056,Via Traversa Lido,,,,Fabbrica di Pedavena,,,,,,,,,,,R345,restaurant
323676098,,,,,,,italian,Vecchia Fattoria,,,,,,,,,,,R346,restaurant
963860070,,,,,,,,La Cantina,,,,,,,,,,,R347,restaurant
799244416,Levico Terme,50,38056,Viale Vittorio Emanuele,,+39 0461 703012,pizza,Pizzeria Ristorante Millennium,,,,,+39 0461 707907,,,,,,R348,restaurant
65608560,Levico Terme,,38056,Località Belvedere,,,,Ristorante Prime Rose,,,,,,,,,,,R349,restaurant
6341344169,Malè,3,38027,Zona Commerciale,,+39 0463 901282,italian;pizza,L'Olimpo,yes,IT01232400224,,,,,,,,,R350,restaurant
4394168358,Malé,36,38027,Via Brescia,,+39 0463 901281,,Caminetto,Caminetto S.a.s. di Pretti Leo & C.,IT01951560224,,,,,,,,,R351,restaurant
335596730,,,,,,,regional,El Barba,,,,,,,,,,,R352,restaurant
4356605691,,,,,,,pizza,Vecchia Canonica,,,,,,,,,,,R353,restaurant
614841366,Malé,59,38027,Via Trento,info@segosta.com,+39 0463 901390,regional,La Segosta,,,http://www.segosta.com/,,,,,,,,R354,restaurant
229817069,,,,,,,,,,,,,,,,,,,R355,restaurant
415504641,,,,,,,pizza;regional,Al Maso Vecchio,,,,,,,,,,,R356,restaurant
4350304189,,,,,,,pizza,Dolomiti,,,,,,,,,,,R357,restaurant
511337508,,,,,,,,Ristorante Scaranò,,,,,,,,,,,R358,restaurant
963849190,Levico Terme,9,38056,Via Domenico Giannettini,,,,Papillon,,,,,,,,,,,R359,restaurant
1905543727,Mattarello,106,38123,Via Giulio Catoni,info@anticastellatrento.com,+39 0461 944401,steak_house;burger;pizza;cotoletteria,Antica Stella,Andrea Pasquazzo,IT01897590228,http://www.anticastellatrento.com/,"Mo-Sa 12:00-14:00, 19:00-23:00; Th Off; Su 19:00-23:00",,,,,,,R360,restaurant
7661120689,,,,,,,,Mensa scolastica,,,,,,,,,,,R361,restaurant
3090950106,,,,,,,,Ciccia & birra,,,,,,,,,,,R362,restaurant
3803736242,,,,,,,italian,Villa Bertagnolli,,,,,,,,,,,R363,restaurant
5330541921,,,,,,,,Bucaneve,,,,,,,,,,,R364,restaurant
7944379443,Commezzadura,,38020,Via di Sóta la Crós,,,,Hotel Genzianella,,,,,,,,,,,R365,restaurant
7944379453,Daolasa,13,38020,Via della Fantoma,,,,Bio Hotel Benny,,,,,,,,,,,R366,restaurant
4390451735,,,,,,,,Agriturismo Bontempelli,,,,,,,,,,,R367,restaurant
4123999073,,,,,,,pizza,al Sole,,,,,,,,,,,R368,restaurant
2412844972,Mezzana,1,,Localita Marilleva 900,,,italian,Bar ristorante pizzeria Kristall,,,,,,,,,,,R369,restaurant
267649391,,,,,,,pizza,Pizzeria Al Caminetto,,,,,,,,,,,R370,restaurant
2881985266,Mezzocorona,29,38010,Piazza della Chiesa,,+39 0461 603823,pizza;regional,Da Demetrio,yes,IT00658870225,,,,,,,,,R371,restaurant
4657167767,Mezzocorona,4,38016,Piazza San Gottardo,,+39 0461 601710,,Trattoria Dolce Spina,,,https://www.facebook.com/Dolce-Spina-Mezzocorona-277694462347714/,,,,,,,,R372,restaurant
341091742,,,,,,,,Osteria Al Travaion,,,,,,,,,,,R373,restaurant
973022382,,,,,,,,Borghetto,,,,,,,,,,,R374,restaurant
1068411472,Mezzolombardo,100,38017,Via Garibaldi,,,indian;pizza;regional,Roma,yes,,,,,,,,,,R375,restaurant
861050488,Mezzolombardo,24,38017,Via Trento,,+39 0461 602338,fish;pizza;regional,La Paninoteca,,IT00958520223,,,,,,,,,R376,restaurant
870463323,Mezzolombardo,85,38017,Corso Giuseppe Mazzini,,+39 0461 605778,chinese,Hua Xing,,IT01649160221,,,,,,,,,R377,restaurant
72528026,Mezzolombardo,1,38017,Via Guido Fiorini,,+39 0461 604185,regional;pizza;fish,Ristorante Pizzeria Al Duomo,Al Duomo S.R.L.,IT02265610226,https://www.facebook.com/alduomomezzolombardo/,"Mo-Su 12:00-14:30, 18:00-00:00; Th Off",,,,,,,R378,restaurant
73424152,Mezzolombardo,15,38017,Via Guido Fiorini,,,italian,Ristorante Casa Nardon,,,,,,,,,,,R379,restaurant
304632837,,,,,,,,Ristorante Pizzeria Le Roi,,,,,,,,,,,R380,restaurant
2952518898,Madonna di Campiglio,104,38086,Via Cima Tosa,,,,Osteria del Circo,,,,,,,,,,,R381,restaurant
6341426156,,,,,,,,,,,,,,,,,,,R382,restaurant
3785872417,Moena,24,38035,Via Loewy,,,italian,Taverna del Garber Ristorante Pizzeria,yes,,,,,,,,,,R383,restaurant
3787700764,Moena,32,38035,Strada De Fachin,,,italian,Lo Sfizio Caffè Pizzeria Bar,yes,,,,,,,,,,R384,restaurant
266158481,,,,,,,,Ristorante Faloria,,,,,,,,,,,R385,restaurant
2957454881,,,,,,,,Malga Roncac,,,,,,,,,,,R386,restaurant
5013934509,,,,,,,,Agritur el Mas,,,,,,,,,,,R387,restaurant
1562362389,,,,,,,,,,,,,,,,,,,R388,restaurant
44030265,,,,,,,,Agriturismo Santa Barbara,,,,,,,,,,,R389,restaurant
261086637,,,,,,,,Pizzeria La Ruota,,,,,,,,,,,R390,restaurant
64392934,,,,,,,,Ristorante Pizzeria Pineta,,,,,,,,,,,R391,restaurant
459656419,Molveno,4,38018,Via Cima Tosa,info@tavernalabotte.it,+39 0461 586948,,Taverna La Botte,,IT00641710223,http://www.tavernalabotte.it/,,,,,,,,R392,restaurant
1512648046,,,,,,,,El Filò,,,,,,,,,,,R393,restaurant
1524975600,,,,,,,,Antica Bosnia,,,,,,,,,,,R394,restaurant
1525442359,,,,,,,regional,Bucaneve,,,,,,,,,,,R395,restaurant
1511958499,Molveno,22,38018,Via Nazionale,,,,Bar Ciao,,,,,,,,,,,R396,restaurant
1523289665,,7,,Via Lungolago,,,,L'Osteria del Maso,,,,,,,,,,,R397,restaurant
459656425,,,,,,,,Al Caminetto,,,,,,,,,,,R398,restaurant
2929049984,Molveno,19,38018,Via Lungolago,,,pizza,Pizzico,,,,,,,,,,,R399,restaurant
2929049985,Molveno,11/B,38018,Via Lungolago,,+39 461 58 69 60,ice_cream,Bar L'Aquilone,,,,,,,,,,,R400,restaurant
616524688,,,,,,,regional,Al Molin,,,,,,,,,,,R401,restaurant
224374897,,,,,,,,Energy Hotel,,,,,,,,,,,R402,restaurant
105602356,,1,,,,,,Le barche,,,,,,,,,,,R403,restaurant
102779829,Calceranica al Lago,50,38050,Via Lungo Lago,bibashaus@yahoo.it,,,Biba's,Prizzi snc di Pitton e Rizzi,,,,,,,,,,R404,restaurant
5016695590,Tre Ville,,,Via Vallesinella,,,,Ristorante Piccadilly,,,,,,,,,,,R405,restaurant
5016686035,,,,,,,,Ristorante Pappagallo,,,,,,,,,,,R406,restaurant
2381700948,Madonna di Campiglio,64,38084,Via Dolomiti di Brenta,,,italian,Ristorante Pizzeria Antico Focolare,,,,,,,,,,,R407,restaurant
6835725712,,,,,,,,Rosengarten,,,,,,,,,,,R408,restaurant
6241059685,,5,,Via Vallesinella,,,,Alfiero,,,,,,,,,,,R409,restaurant
4960330833,Madonna di Campiglio,,,Viale Dolomiti di Brenta,,,sandwich;italian_pizza;kebab;pizza,Il Ruggito,,,,,,,,,,,R410,restaurant
304632628,,,,,,,,Pizzeria Ristorante Belvedere,,,,,,,,,,,R411,restaurant
333791569,,,,,,,regional,La Cantina di Suisse,,,,,no,,,,,,R412,restaurant
1438109519,,,,,,,,La Stube di Franz Josef,,,,,,,,,,,R413,restaurant
304632837,,,,,,,,Ristorante Pizzeria Le Roi,,,,,,,,,,,R414,restaurant
232580438,,,,,,,"italian, regional, pizza",Hotel Cristo d'Oro,,IT01445000225,,,,,,,,,R415,restaurant
616524794,,,,,,,regional,Al Cervo,,,,,,,,,,,R416,restaurant
2422074148,,20,38086,Via Manci,,,,Pizzeria Al Cardo,,,,,,,,wlan,,,R417,restaurant
5624428609,Pinzolo,11,38086,Viale Guglielmo Marconi,,,regional;pizza,La Roda,,,,,,,,,,,R418,restaurant
702858982,,,,,,,,Saionara,,,,,,,,,,,R419,restaurant
702859059,,,,,,,,Posta,,,,,,,,,,,R420,restaurant
702859043,,,,,,,,Don Pedro,,,,,,,,,,,R421,restaurant
89723503,,,,,,,italian;italian_pizza,Lo Scoiattolo,,,,,,,,,,,R422,restaurant
